YYYY-MM-DD,daily_rain,max_temp,min_temp,et_morton_actual
18/05/1979,0,18.2,2.5,0.6
19/05/1979,0,17.5,0.9,0.5
20/05/1979,0,19.2,0.4,0.6
21/05/1979,0,20.2,4.9,0.4
22/05/1979,0,18.4,10.2,0.2
23/05/1979,7.6,13.9,9.2,0.6
24/05/1979,0.1,20,9.1,0.8
25/05/1979,0,15.4,6.4,0.6
26/05/1979,2.3,16.5,8.6,0.8
27/05/1979,19,15.9,8.7,1.2
28/05/1979,0.5,16,5.8,0.6
29/05/1979,0.2,16.7,7.4,0.7
30/05/1979,6.9,14.5,7.3,0.6
31/05/1979,0,15.6,5.9,0.8
1/06/1979,0,16.1,5.5,1.3
2/06/1979,0,17.3,3.2,0.7
3/06/1979,0,17,1.4,0.6
4/06/1979,0,15.1,3.6,0.5
5/06/1979,0,19,5.3,0.4
6/06/1979,0.7,17.6,7.1,0.5
7/06/1979,2.7,18.4,9.4,0.5
8/06/1979,0.1,14.9,5.1,0.7
9/06/1979,5.2,14.4,6.4,0.6
10/06/1979,0,14.9,6.6,0.6
11/06/1979,1.2,15.5,7.7,0.6
12/06/1979,4.8,16.1,9.3,0.5
13/06/1979,0.4,16.1,7.6,0.5
14/06/1979,0.5,15.9,6.3,0.7
15/06/1979,1,14.1,5.4,0.6
16/06/1979,0,16.1,6.5,0.7
17/06/1979,0,15.4,7.3,0.3
18/06/1979,0,16.1,7,0.4
19/06/1979,0,14.8,6.3,0.5
20/06/1979,3.4,16.1,7.9,0.7
21/06/1979,0.2,20.5,9.3,0.3
22/06/1979,0,15.8,7.2,0.7
23/06/1979,0,15.4,2.9,0.5
24/06/1979,0,16.1,3.8,0.6
25/06/1979,0.3,17.5,2,0.6
26/06/1979,5.8,15,6.1,0.5
27/06/1979,0.9,15.4,8.5,0.8
28/06/1979,0.3,12.9,5.9,0.7
29/06/1979,0.6,11.6,1.3,0.5
30/06/1979,0,11.5,2.4,0.7
1/07/1979,0.2,14.2,5,0.6
2/07/1979,1.4,13.9,5.1,0.6
3/07/1979,1.2,14,3.7,0.6
4/07/1979,0,13.9,3.7,0.6
5/07/1979,0.2,12.8,0,0.5
6/07/1979,0.6,13.2,2.7,0.6
7/07/1979,0.2,14,3.9,0.5
8/07/1979,0.4,15.4,4.8,0.5
9/07/1979,1,13.9,2.1,0.6
10/07/1979,1,14.4,4.6,0.9
11/07/1979,0,12.2,-1.1,0.6
12/07/1979,0,17.9,2.1,0.5
13/07/1979,0,15.7,4.9,0.7
14/07/1979,0,15.4,-0.1,0.6
15/07/1979,0,15.1,3.7,0.4
16/07/1979,0,16.4,2.6,0.4
17/07/1979,0,14.9,5.3,0.5
18/07/1979,0.2,14.8,5.9,0.7
19/07/1979,0,13.8,0.5,0.7
20/07/1979,0,14.9,-2.6,0.4
21/07/1979,0.8,16.7,0.5,0.6
22/07/1979,0.1,13,1.1,0.5
23/07/1979,0,11.3,2.9,0.7
24/07/1979,0.1,12.7,2.4,0.9
25/07/1979,0,12.5,-1.6,0.5
26/07/1979,0.7,13.7,0.7,0.6
27/07/1979,0,11.7,1.2,0.7
28/07/1979,0,14,2.8,0.6
29/07/1979,0,16.1,0.1,0.5
30/07/1979,0,14.8,0,0.6
31/07/1979,0.3,12.4,3,0.6
1/08/1979,0.8,12.4,4.4,0.6
2/08/1979,0,11.2,-0.3,0.5
3/08/1979,0,13.7,1.8,0.9
4/08/1979,0,16.4,2.1,0.7
5/08/1979,0,14.9,0.8,0.5
6/08/1979,5,17.8,4.9,0.6
7/08/1979,0,16.3,1.7,0.8
8/08/1979,1.3,15.7,5,0.6
9/08/1979,0.4,13.8,6.1,0.9
10/08/1979,1.9,13.7,5.7,0.7
11/08/1979,2.3,13.4,5.6,0.9
12/08/1979,2.5,11.9,6.4,0.7
13/08/1979,1.1,14,1.8,1.2
14/08/1979,0,15.7,-0.2,1.5
15/08/1979,0,16.5,2.7,0.5
16/08/1979,0,18.4,3.3,0.3
17/08/1979,3.4,16.9,7.1,1
18/08/1979,2.3,14.2,4,0.6
19/08/1979,14.3,17.3,7.6,1.3
20/08/1979,9.9,17.3,4.2,1.5
21/08/1979,1.7,14.9,2,1.8
22/08/1979,0,14.5,0.7,1
23/08/1979,0,14.6,1.7,2.2
24/08/1979,0.9,18,-0.1,2
25/08/1979,0,19.8,1.6,2.3
26/08/1979,0,18.7,6.6,0.2
27/08/1979,19.1,12.9,9.8,0.8
28/08/1979,13.4,14.1,6.3,1.2
29/08/1979,0,13.4,3.2,0.6
30/08/1979,0.2,14.3,6.7,0.9
31/08/1979,0.6,13.3,4.8,1.8
1/09/1979,0,14.3,0.5,2.1
2/09/1979,0,14.8,0.7,1.2
3/09/1979,5.8,11.2,7,0.9
4/09/1979,5.5,17.7,6.9,1.3
5/09/1979,1.2,13.3,5.9,1
6/09/1979,0.7,14.9,7.1,1.3
7/09/1979,0.5,14.9,4.5,1.2
8/09/1979,2,17.1,7.1,1.5
9/09/1979,0,23.5,8,2.2
10/09/1979,2.9,16.6,11.3,0.7
11/09/1979,13.4,16.8,10.7,1.3
12/09/1979,1.5,16,5.9,2.1
13/09/1979,1.8,15.2,10,2.1
14/09/1979,0,16.9,0.8,2.4
15/09/1979,0.3,21.9,4.6,1.7
16/09/1979,0.2,23.8,9.8,0.4
17/09/1979,0,15.9,7.4,2.1
18/09/1979,0,14.8,1.6,3
19/09/1979,0,15.6,4.3,2.2
20/09/1979,0,16.3,4.4,3
21/09/1979,0,17,1,2.3
22/09/1979,0,16.8,4,0.6
23/09/1979,0,19.6,8.5,2
24/09/1979,0,17.7,5.6,0.2
25/09/1979,12.3,15.8,8.7,1
26/09/1979,2.8,23.3,8.4,1.2
27/09/1979,0.1,18.5,13.8,1.6
28/09/1979,16.6,17.6,13.9,2.6
29/09/1979,12.8,15.5,9.1,1.8
30/09/1979,2.2,16.3,7.3,3.3
1/10/1979,0.2,20.4,4.9,3.4
2/10/1979,0,23.1,6.1,4
3/10/1979,0,20.4,10.6,1.4
4/10/1979,0.1,22.3,9.1,3.4
5/10/1979,1.6,21.2,13.1,1.2
6/10/1979,12.1,16.8,10.1,2.1
7/10/1979,2.3,17.8,6.4,1.8
8/10/1979,0.4,20.3,5.5,3.4
9/10/1979,3.6,21.9,11,2.3
10/10/1979,2,17.5,13.7,3
11/10/1979,0.8,16.6,4.3,2.1
12/10/1979,7.7,18.3,10.2,2.5
13/10/1979,2.3,14.4,3.7,3.1
14/10/1979,0.2,18.3,4.1,1.7
15/10/1979,8.3,17.7,9.6,2.1
16/10/1979,1,18.7,4,3.5
17/10/1979,0.1,22.3,5.6,4.1
18/10/1979,0,18.7,11.4,1.4
19/10/1979,2.2,23.8,13.8,2.9
20/10/1979,0.3,25.8,11.4,4.8
21/10/1979,0,28.6,9.7,6
22/10/1979,0.3,30,16.6,1.9
23/10/1979,8.9,19.5,11.3,2.9
24/10/1979,0.6,19.7,10.9,2.4
25/10/1979,0.1,23.2,8.6,4.5
26/10/1979,0,26.5,6.2,5.9
27/10/1979,0,17.3,10.8,3.5
28/10/1979,0,17.9,3.1,3.9
29/10/1979,0,19,4.7,3
30/10/1979,0,23.8,6.6,5.2
31/10/1979,0,27.8,8.1,5.7
1/11/1979,0,23.2,10.8,5.2
2/11/1979,0,23.4,5.1,5.6
3/11/1979,0,27.8,7,5.3
4/11/1979,0,33.4,13,0.8
5/11/1979,0,27.5,19.2,0.7
6/11/1979,0.3,21.4,9.7,2.9
7/11/1979,0,22.5,5.6,4.4
8/11/1979,0,27.7,8.4,3.8
9/11/1979,0,28.1,13,4.1
10/11/1979,0,29.5,15,4.2
11/11/1979,4.2,25.4,16.7,2.5
12/11/1979,5.1,21.6,11.6,3.5
13/11/1979,0,23.8,9.6,4.4
14/11/1979,0,25.3,13.1,0.3
15/11/1979,9,25.5,16.3,4.5
16/11/1979,0,22.7,11.2,4
17/11/1979,0,26.4,9.3,4.3
18/11/1979,0,31.9,14,1.3
19/11/1979,0.5,31.4,12.8,3.8
20/11/1979,2.2,26.6,17.3,4.7
21/11/1979,0,21.9,10.1,3.5
22/11/1979,0,26,6.6,4.4
23/11/1979,0,29.7,14.1,0.1
24/11/1979,1.4,26.7,14.6,4.4
25/11/1979,0,25,12,4
26/11/1979,3.4,25.6,10.2,3.2
27/11/1979,0,26.8,10.3,5.1
28/11/1979,0,22.7,8.7,3.6
29/11/1979,0,27.4,7.2,4.3
30/11/1979,0,29.7,11.7,4.4
1/12/1979,0,37.1,14.9,2
2/12/1979,0,28.8,13.6,3.8
3/12/1979,0,29.7,12.4,5
4/12/1979,0,35.9,14,1.8
5/12/1979,0,27,13.7,4.2
6/12/1979,0,28.7,8.5,4.2
7/12/1979,0,37.3,11.4,2.9
8/12/1979,0,25.2,12.9,2.9
9/12/1979,0,26.1,11.3,1
10/12/1979,0,30.1,12.9,4.1
11/12/1979,0,25.5,10.4,5.7
12/12/1979,0,31.5,8.8,1.5
13/12/1979,0,25.9,11,5.2
14/12/1979,0,30.1,10.1,4.9
15/12/1979,0,35.5,13.7,1.3
16/12/1979,0.4,22.6,11,2.3
17/12/1979,0,21.2,8.8,3.1
18/12/1979,0,25.1,7.1,4
19/12/1979,0,26.8,10.2,4.5
20/12/1979,0,31.8,10.1,2.5
21/12/1979,0,32.6,16.3,1.8
22/12/1979,0,31.6,11.4,4.6
23/12/1979,0,26.2,14.5,5.1
24/12/1979,0,22.4,9.1,3.9
25/12/1979,0,28.7,8.2,4.1
26/12/1979,0,32.6,12.3,4.1
27/12/1979,0,35.8,13,5
28/12/1979,0,37.5,20.3,3.2
29/12/1979,0,39.6,21.4,2.4
30/12/1979,0,38.3,22.2,0.1
31/12/1979,0.2,27.4,21.8,0.5
1/01/1980,1.2,27.4,12.1,2.4
2/01/1980,0,32.6,13.4,4.7
3/01/1980,0,29.7,20,2
4/01/1980,1.3,27.7,17.4,6.3
5/01/1980,0,28.5,11.7,4.7
6/01/1980,0,26.6,11,5.2
7/01/1980,0,30.1,12.5,4
8/01/1980,0,29.7,13.2,3.9
9/01/1980,0,30.1,14.1,3.5
10/01/1980,0,33,14.4,3.9
11/01/1980,0,29.4,18,1.6
12/01/1980,6.9,21.1,11.6,1.8
13/01/1980,3.3,24.4,14,3.5
14/01/1980,0,30.8,15.1,5.1
15/01/1980,0,24,15.2,3.5
16/01/1980,0,26,9.6,4.2
17/01/1980,0,33.8,11.2,3.8
18/01/1980,0,26.9,17.2,0.3
19/01/1980,0.1,23.9,10.7,4
20/01/1980,0,24.5,11.4,2.5
21/01/1980,0,27.1,11.7,2.6
22/01/1980,0,31.2,10.1,4.1
23/01/1980,0,27,14.1,3.5
24/01/1980,0,28.7,10,3.6
25/01/1980,0,29.5,15.2,2.6
26/01/1980,0,24,11.1,3
27/01/1980,0,28.7,9.5,3.2
28/01/1980,0,34.1,11.9,1.1
29/01/1980,0,26.6,16.1,3.5
30/01/1980,0,26.3,10.9,3.7
31/01/1980,0,32.6,10.7,1.9
1/02/1980,0.2,30.9,15.8,0.4
2/02/1980,0,29.1,18.6,2.3
3/02/1980,0,24.5,9.6,2.9
4/02/1980,0,26.1,10.7,2.5
5/02/1980,0,30.1,12.8,3.9
6/02/1980,0,23.2,12.1,4.5
7/02/1980,0,25.8,6.5,3.2
8/02/1980,0,23.2,8.6,4.1
9/02/1980,0,21.6,7.1,3.7
10/02/1980,0,29.3,7.9,3.5
11/02/1980,0,34,13.3,3.7
12/02/1980,0,37,16.8,0.2
13/02/1980,0,38.1,21.7,1
14/02/1980,0,35.8,19.1,2.3
15/02/1980,0,38.3,18.4,2.1
16/02/1980,0,35.6,16.3,2.5
17/02/1980,0,33.4,16.4,0.5
18/02/1980,0,34.1,14.7,1.9
19/02/1980,0,37,14.3,2.4
20/02/1980,0,42.5,19,0
21/02/1980,0,33.3,24.4,0.7
22/02/1980,0,23.5,14.2,2.9
23/02/1980,0,31.2,11.8,3.4
24/02/1980,0,23.6,11.5,3
25/02/1980,0,24.2,7.6,3
26/02/1980,0,30.6,10.7,0.9
27/02/1980,0,32.5,13.3,1
28/02/1980,0,34.5,15.2,1.6
29/02/1980,0,27.8,15.7,3.5
1/03/1980,0,31.8,13.1,3
2/03/1980,0,28.4,16.2,0.9
3/03/1980,0,27.4,8.1,2.4
4/03/1980,0,33.8,11.2,0.2
5/03/1980,0,32,15.2,3.1
6/03/1980,0,33.7,11,2.6
7/03/1980,0,33.7,16.4,2.9
8/03/1980,13.1,17.7,15.6,1.6
9/03/1980,1.1,20.2,10.2,2.5
10/03/1980,0,24.3,9.5,1.8
11/03/1980,0,25,9.5,1.4
12/03/1980,0,27.6,10,2.8
13/03/1980,0,29.8,11.5,1
14/03/1980,0,22.7,11.7,1.7
15/03/1980,0,25.2,9.3,2
16/03/1980,0,25.4,9.8,2.9
17/03/1980,0,30.6,8.5,2.3
18/03/1980,0,34.7,13.6,0.3
19/03/1980,0,28.8,14.2,2.4
20/03/1980,0,31.1,9.8,1.8
21/03/1980,0,36.6,12.8,0
22/03/1980,0,25.3,12.1,0.6
23/03/1980,0,25,8.4,2.4
24/03/1980,0,25.5,7.9,2.6
25/03/1980,0,27,10,3.1
26/03/1980,0,29.5,10.9,1
27/03/1980,0,26,15.5,2.1
28/03/1980,0,24.2,7.2,2.4
29/03/1980,0,22.4,6.8,2.4
30/03/1980,0,21.8,8.9,1.2
31/03/1980,0,23.9,7.1,2.2
1/04/1980,0,22.7,8.9,2.7
2/04/1980,0,27.2,4.7,1.5
3/04/1980,0,22.1,10.4,1.3
4/04/1980,0,23.2,6.3,2
5/04/1980,0,24.1,7.7,1.5
6/04/1980,0,21.1,6.9,2
7/04/1980,0,22.3,6.5,1.7
8/04/1980,0,25,6.7,1.4
9/04/1980,0,26.5,5.8,1.3
10/04/1980,0,27.4,7.4,0.4
11/04/1980,0,28.5,6.6,0.3
12/04/1980,0,29.8,9.7,0.1
13/04/1980,0,31.2,11.3,0.2
14/04/1980,0,31.5,10.3,0.3
15/04/1980,0.9,30.3,14.2,0.1
16/04/1980,4.3,22.6,15.3,0.9
17/04/1980,0.7,28.9,14.3,1.4
18/04/1980,0,25.4,17.6,0.2
19/04/1980,6.4,18.9,16.7,1.1
20/04/1980,9.1,19.2,16.3,1.1
21/04/1980,1.3,22.8,15.5,0.8
22/04/1980,0,22.9,17.3,0.4
23/04/1980,25.9,18.3,17.5,0.7
24/04/1980,12.6,18.7,11.8,1.6
25/04/1980,0,18.2,7.1,1.4
26/04/1980,0,19,7.4,2.2
27/04/1980,0,15,6.4,1.5
28/04/1980,0,17.1,3.1,1.7
29/04/1980,0,17.9,5.5,1.1
30/04/1980,0,17.4,8.2,1.6
1/05/1980,0,19.5,4.5,1.8
2/05/1980,0,21.1,7.1,0.6
3/05/1980,0,22.5,7.6,1
4/05/1980,0,20.9,9.6,0.6
5/05/1980,2.3,23.3,10.5,1.2
6/05/1980,0,24.1,9.3,0.6
7/05/1980,1.6,18.7,13.5,0.9
8/05/1980,0.7,24.6,9.3,1
9/05/1980,0,23,11.6,0.5
10/05/1980,0.4,17.5,13.6,0.8
11/05/1980,6.2,19.9,14.5,1
12/05/1980,2.5,17.9,9.2,0.6
13/05/1980,1.4,18.1,8.6,1.2
14/05/1980,0,19.5,4.5,1
15/05/1980,0,21.1,4.7,0.8
16/05/1980,0,20.1,7.3,0.5
17/05/1980,0.8,16.5,5.8,0.9
18/05/1980,0,14.9,2.1,0.7
19/05/1980,0,15.1,5.9,0.5
20/05/1980,2.1,14.5,9.5,0.9
21/05/1980,0,13.4,0.3,0.7
22/05/1980,0,14.9,4.1,0.6
23/05/1980,0,16.4,3.4,0.5
24/05/1980,0,17.2,5.4,0.3
25/05/1980,0,18.2,5.8,0.4
26/05/1980,0,18.3,6.9,0.6
27/05/1980,0,18.6,7.8,0.5
28/05/1980,1.6,18.9,10.3,1
29/05/1980,0.2,18.4,8.9,0.7
30/05/1980,0,16.1,7.9,0.7
31/05/1980,1,14.5,10,0.8
1/06/1980,0.1,17.8,4.7,0.8
2/06/1980,0,14.9,5,0.7
3/06/1980,0,10.3,0.7,0.6
4/06/1980,3.4,14.7,3.5,0.7
5/06/1980,0.1,15.4,3.9,0.6
6/06/1980,0,8.8,1.6,0.8
7/06/1980,0,9.8,3.6,0.3
8/06/1980,0,10.4,6.6,0.6
9/06/1980,0.9,12.8,4.7,0.4
10/06/1980,4.1,13.7,6.2,0.8
11/06/1980,0.1,12,4.1,0.7
12/06/1980,0,13.3,5.5,0.6
13/06/1980,0.1,13.1,1,0.5
14/06/1980,0,16.3,-0.6,0.6
15/06/1980,0,13.4,2.9,0.5
16/06/1980,1.3,17.2,9.3,0.5
17/06/1980,2.2,13.7,6.2,0.8
18/06/1980,0.4,15.3,1.6,0.5
19/06/1980,0,14.6,3.5,0.7
20/06/1980,0,14.4,3.6,0.8
21/06/1980,0,15.6,1.8,0.5
22/06/1980,0,13.5,0.9,0.4
23/06/1980,0,15.9,2.9,0.5
24/06/1980,0,17.3,2.7,0.5
25/06/1980,0,18.3,5.8,0.4
26/06/1980,0,17.3,6.5,0.3
27/06/1980,0.6,12.9,8.6,0.6
28/06/1980,29.1,11.5,5.5,0.6
29/06/1980,0.1,14.7,6.1,0.4
30/06/1980,0.1,12.4,5.6,0.7
1/07/1980,0,11,2.8,0.4
2/07/1980,5.7,13,5.3,0.3
3/07/1980,1.2,11.8,2.6,0.6
4/07/1980,1,11.8,3.2,0.6
5/07/1980,0.5,14.2,4.5,0.8
6/07/1980,0,13.4,7.1,0.6
7/07/1980,1.7,14.1,7.9,0.8
8/07/1980,1,13.8,3.8,0.8
9/07/1980,0.1,13.2,3.3,0.6
10/07/1980,0,13,2.8,0.8
11/07/1980,0,7.8,2.3,0.5
12/07/1980,0,14.8,2.8,0.6
13/07/1980,0,10.4,4.9,0.5
14/07/1980,0.1,17.3,6,0.6
15/07/1980,0.1,16.3,4.4,0.6
16/07/1980,0,15.4,3.1,0.5
17/07/1980,0,17,3.8,0.6
18/07/1980,1.2,14.1,3.8,0.6
19/07/1980,0,13.9,0.5,0.6
20/07/1980,0,11.9,2.2,0.7
21/07/1980,4.8,13.7,3.4,1
22/07/1980,0.5,14.3,0.7,1.2
23/07/1980,0,13.8,0.2,1.3
24/07/1980,0,16.2,0.3,0.7
25/07/1980,0,18,2,0.6
26/07/1980,0,17.2,2,0.6
27/07/1980,0,12.9,7.5,0.7
28/07/1980,7.6,14.4,9.9,0.7
29/07/1980,0.9,13.5,5.5,0.7
30/07/1980,0,14.3,2.4,0.7
31/07/1980,0,13.8,0.3,0.7
1/08/1980,0.5,14.5,3.2,1.2
2/08/1980,2.5,14.2,6.3,0.7
3/08/1980,1.1,15.8,2.7,1.2
4/08/1980,0,15,3.7,0.9
5/08/1980,0,16.6,4,0.6
6/08/1980,0,15,1.5,0.6
7/08/1980,6.8,14.9,6.6,0.9
8/08/1980,0.7,14.8,2.1,0.9
9/08/1980,0,16.2,1.8,0.9
10/08/1980,0,19.2,3.8,1.3
11/08/1980,0,15.6,6.6,1.1
12/08/1980,0.7,13.8,3.6,1.2
13/08/1980,0.3,14.5,2.7,2
14/08/1980,0,15.2,4.8,1.1
15/08/1980,2.4,13.7,3,1.7
16/08/1980,0,14.3,0.9,1.2
17/08/1980,0,16.4,-0.9,2.1
18/08/1980,0,19.2,1.3,1.5
19/08/1980,0,22.9,7.4,0.7
20/08/1980,2.3,17.6,12,0.6
21/08/1980,4.1,17.3,9.5,1.2
22/08/1980,0,20.6,9.1,1.2
23/08/1980,0,22,8.9,0.4
24/08/1980,0,17.9,8.5,1.4
25/08/1980,0.1,14.2,2.6,2.1
26/08/1980,0.2,15.3,1.4,2.2
27/08/1980,0.3,15.4,2.4,0.5
28/08/1980,0.1,18.4,6.8,1.2
29/08/1980,0,20.2,5.6,0.9
30/08/1980,0,26.1,4.7,1.3
31/08/1980,3.5,16.6,9.8,1.9
1/09/1980,0.1,17.4,8.4,0.7
2/09/1980,0.3,16.1,5.9,2.3
3/09/1980,0,18,4,2.8
4/09/1980,0,22.5,6.1,1.2
5/09/1980,0,17.5,3.7,3.1
6/09/1980,0,20.9,1.5,2.4
7/09/1980,0,20.2,7,1
8/09/1980,0,22,4.7,1.5
9/09/1980,2.9,14.8,5.2,1.7
10/09/1980,1.4,18,6.1,1.8
11/09/1980,0,18.3,5.1,1.4
12/09/1980,4.7,16.4,3.9,2.4
13/09/1980,0.1,17,3.1,1.3
14/09/1980,0.1,22,6.5,0.4
15/09/1980,1.9,15,8.5,2.2
16/09/1980,0.6,19.6,4.7,3.4
17/09/1980,0,18.6,9.6,1.2
18/09/1980,3.9,17.1,6.4,2.5
19/09/1980,0,18,5.2,1.6
20/09/1980,0,18.3,2.1,3.3
21/09/1980,1.2,16.3,6.1,1.5
22/09/1980,0,19.1,9.1,1.4
23/09/1980,0,23.8,5.7,1.7
24/09/1980,0,29.5,12.3,0.3
25/09/1980,0,19.9,14.8,1.7
26/09/1980,0,19.5,3.9,3.4
27/09/1980,0,19.2,5.6,3.3
28/09/1980,0,24.5,4.1,3.1
29/09/1980,0,30,7.1,2.1
30/09/1980,0,31.6,10.4,0.5
1/10/1980,0,24.2,7.7,2.7
2/10/1980,0,26.5,7.2,1.8
3/10/1980,0.1,19,3.9,2.4
4/10/1980,0,23,3.5,3.9
5/10/1980,0,26.9,9.9,1.2
6/10/1980,0.8,19.5,14.5,1.3
7/10/1980,10.7,16.4,5.8,3.7
8/10/1980,0,19.5,6.1,3.1
9/10/1980,0,21.6,6.4,4.6
10/10/1980,0,25.3,6.4,4.6
11/10/1980,0,22.6,11.9,0.2
12/10/1980,9.2,19.1,5.4,1.1
13/10/1980,7.7,19.6,8.5,3.4
14/10/1980,0,20.4,5.5,4.5
15/10/1980,0,23.6,4.8,5
16/10/1980,0,20.6,8.5,3.1
17/10/1980,0,23.9,5.3,3.5
18/10/1980,0,26,8.2,2.4
19/10/1980,8.4,27.9,14.6,3.7
20/10/1980,2,25.1,15.9,4.7
21/10/1980,0,24.3,7.3,4.8
22/10/1980,0,30.9,8.2,4.3
23/10/1980,0,27.1,18.1,0.4
24/10/1980,9.1,19.4,6.5,3.8
25/10/1980,0,25.4,6.1,4.8
26/10/1980,0,30.5,9.1,4.7
27/10/1980,0,28.1,17.9,0.8
28/10/1980,0,17.1,4.2,3.1
29/10/1980,0,19.1,6.1,2.4
30/10/1980,0,19.3,6.4,2.5
31/10/1980,0,18.7,6.5,3.6
1/11/1980,0,19.7,7,3.1
2/11/1980,0.4,21.1,2.5,4
3/11/1980,1,18,4.5,4.6
4/11/1980,0,20.7,2.3,1.1
5/11/1980,0,23.7,11.3,0.8
6/11/1980,4.1,21.2,12.9,1.7
7/11/1980,1.7,20.8,10.5,3.3
8/11/1980,0,22.2,7.7,5
9/11/1980,0.5,24.9,7.2,4.5
10/11/1980,0,29.3,8,5.2
11/11/1980,0,33,11.8,3.8
12/11/1980,0,36.9,13.4,2.8
13/11/1980,0,38.8,17.4,1.3
14/11/1980,0,30.2,19.7,0.8
15/11/1980,0,33.3,12.4,2.6
16/11/1980,0,39.8,13.8,2.2
17/11/1980,0,42,21.6,1.2
18/11/1980,0,38.2,20.6,0.3
19/11/1980,4.5,21.7,8.5,4.5
20/11/1980,0,28.8,7.4,4.4
21/11/1980,0,25,10.4,4.8
22/11/1980,0,22.4,6.8,4.4
23/11/1980,0,25.7,9.2,2.9
24/11/1980,0.1,24.1,8.4,4.3
25/11/1980,0,27.5,8.7,3.6
26/11/1980,0,34,11.2,2.9
27/11/1980,0,37.2,20.1,0
28/11/1980,0,25.9,18.5,0.7
29/11/1980,0,24.9,10.9,3
30/11/1980,0,27.8,11.4,3.6
1/12/1980,0,31.9,12.1,2.5
2/12/1980,2,30.6,20.4,1.1
3/12/1980,2.7,25,16.1,3.2
4/12/1980,0,23.6,10,4.3
5/12/1980,0,26.6,8,4.5
6/12/1980,0,30.5,10.5,5
7/12/1980,0,31.8,13.8,4.1
8/12/1980,0,34.3,12.2,4.9
9/12/1980,0,38.7,17.6,3.4
10/12/1980,0,41.4,20.5,2.8
11/12/1980,0,41.1,25.1,0
12/12/1980,0.2,34.5,19,2.3
13/12/1980,1.8,23,18.9,1.7
14/12/1980,15.8,22,11.1,4.7
15/12/1980,0,22.7,7.3,3.9
16/12/1980,1,17.7,11.9,1.7
17/12/1980,11.8,19.1,7.5,3.4
18/12/1980,0.6,21.8,7.6,3.9
19/12/1980,0,26.7,6.9,4.4
20/12/1980,0,34.5,13,2.4
21/12/1980,0,39,14.7,3.2
22/12/1980,0,40.7,19.7,0.5
23/12/1980,0.3,27.4,15.8,5
24/12/1980,0,34.3,9.9,5.1
25/12/1980,0,35.1,14.7,5
26/12/1980,0,35.9,15.5,6.1
27/12/1980,0,36.9,18.7,3.4
28/12/1980,0,37.7,19.6,3
29/12/1980,0.7,25.5,16.5,5.7
30/12/1980,0,31.4,11.9,4.1
31/12/1980,0,35.4,14.6,2.7
1/01/1981,0,40,17.5,2.8
2/01/1981,0,40.3,18.5,0.2
3/01/1981,0,37.9,23.1,0.2
4/01/1981,0,30.4,11.6,4.1
5/01/1981,0,34.2,14.2,4
6/01/1981,0,34.2,15.9,4.1
7/01/1981,0,35.5,17.5,4
8/01/1981,1.1,36.4,21.6,3.8
9/01/1981,14,37.3,21.5,2.7
10/01/1981,4.1,31.3,22.5,3.7
11/01/1981,0,27.9,13.7,4.1
12/01/1981,0,36.2,12.5,4.6
13/01/1981,0,38,18.8,3.9
14/01/1981,0,40.2,20.9,3
15/01/1981,0,42.2,21.1,1.6
16/01/1981,0,39.9,23,0.8
17/01/1981,0.3,35.3,22.9,2
18/01/1981,0,36.9,23.3,1.5
19/01/1981,3.5,29.2,17.7,5.9
20/01/1981,0,35.3,14.5,3.2
21/01/1981,0,32.6,17.9,0.2
22/01/1981,0,27.8,11.1,3.3
23/01/1981,0,30.5,11.9,4
24/01/1981,0,36.2,14.6,3.8
25/01/1981,0,39.8,17.3,4.7
26/01/1981,0,41.6,20,1.2
27/01/1981,0,34.3,21.5,0.7
28/01/1981,22.8,25.8,17.6,3.9
29/01/1981,0.2,29.2,15.3,4.3
30/01/1981,0,31.3,14.3,4.2
31/01/1981,0,33.1,16.2,5
1/02/1981,0,34.7,17,5
2/02/1981,0,34.5,20.5,2.7
3/02/1981,0,37.2,18.6,3.4
4/02/1981,0,35.5,19.2,1.6
5/02/1981,2,23.5,16.6,3
6/02/1981,0.3,30.4,17.1,3.5
7/02/1981,0.4,32.8,16.2,3.9
8/02/1981,0,34.2,20,3.8
9/02/1981,0,34.8,23.5,2
10/02/1981,0,22.3,13.5,0.4
11/02/1981,0,29.6,12.6,3.2
12/02/1981,0,31.1,15.6,4
13/02/1981,0,36.1,17.7,5.3
14/02/1981,0,37.4,19.6,2.8
15/02/1981,0,37.5,23,2.4
16/02/1981,0,38.6,21.2,3.4
17/02/1981,0,40.5,19.7,2.4
18/02/1981,0,28.7,15.6,1.6
19/02/1981,0,27.1,13.8,0.3
20/02/1981,0,29.8,12.9,2.7
21/02/1981,5,31.5,15.1,1.6
22/02/1981,2.7,31,17.1,4.1
23/02/1981,0,31,15.2,4.5
24/02/1981,0,34.1,14.9,3.5
25/02/1981,0,29.8,14.3,3.9
26/02/1981,0,33,12.6,3.4
27/02/1981,0,34.9,17.1,2.1
28/02/1981,0,34.8,17.9,0.3
1/03/1981,0,33.9,20.8,0.7
2/03/1981,1.5,26.5,13.1,2.7
3/03/1981,0,25.5,13.7,1.9
4/03/1981,0,24.1,11.6,2.3
5/03/1981,0,22.8,9.7,2.9
6/03/1981,0,27,10.2,2.1
7/03/1981,0,31.7,11.2,2.6
8/03/1981,0,33.6,19.3,0
9/03/1981,0,23,14.7,2.2
10/03/1981,0.5,22.9,8.3,2.2
